"","x"
"7017","c(-0.594465216727221, 0.998095843638941)"
"7018","c(-0.594465216727221, 0.998095843638941)"
"7019","c(-0.594465216727221, 0.998095843638941)"
"7020","c(-0.594465216727221, 0.998095843638941)"
"7021","c(-0.594465216727221, 0.998095843638941)"
"7022","c(-0.594465216727221, 0.998095843638941)"
"7023","c(-0.594465216727221, 0.998095843638941)"
"7024","c(-0.594465216727221, 0.998095843638941)"
"7025","c(-0.594465216727221, 0.998095843638941)"
"7026","c(-0.594465216727221, 0.998095843638941)"
"7027","c(-0.594465216727221, 0.998095843638941)"
"7028","c(-0.594465216727221, 0.998095843638941)"
"7029","c(-0.594465216727221, 0.998095843638941)"
"7030","c(-0.594465216727221, 0.998095843638941)"
"7031","c(-0.594465216727221, 0.998095843638941)"
"7032","c(-0.594465216727221, 0.998095843638941)"
"7033","c(-0.594465216727221, 0.998095843638941)"
"7034","c(-0.594465216727221, 0.998095843638941)"
"7035","c(-0.594465216727221, 0.998095843638941)"
"7036","c(-0.594465216727221, 0.998095843638941)"
"7037","c(-0.594465216727221, 0.998095843638941)"
"7038","c(-0.594465216727221, 0.998095843638941)"
"7039","c(-0.594465216727221, 0.998095843638941)"
"7040","c(-0.594465216727221, 0.998095843638941)"
"7041","c(-0.594465216727221, 0.998095843638941)"
"7042","c(-0.594465216727221, 0.998095843638941)"
"7043","c(-0.594465216727221, 0.998095843638941)"
"7044","c(-0.594465216727221, 0.998095843638941)"
"7045","c(-0.594465216727221, 0.998095843638941)"
"7046","c(-0.594465216727221, 0.998095843638941)"
"7047","c(-0.594465216727221, 0.998095843638941)"
"7048","c(-0.594465216727221, 0.998095843638941)"
"7049","c(-0.594465216727221, 0.998095843638941)"
"7050","c(-0.594465216727221, 0.998095843638941)"
"7051","c(-0.594465216727221, 0.998095843638941)"
"7052","c(-0.594465216727221, 0.998095843638941)"
"7053","c(-0.609258189698339, 0.998178258983247)"
"7054","c(-0.609258189698339, 0.998178258983247)"
"7055","c(-0.609258189698339, 0.998178258983247)"
"7056","c(-0.609258189698339, 0.998178258983247)"
"7057","c(-0.609258189698339, 0.998178258983247)"
"7058","c(-0.609258189698339, 0.998178258983247)"
"7059","c(-0.609258189698339, 0.998178258983247)"
"7060","c(-0.609258189698339, 0.998178258983247)"
"7061","c(-0.609258189698339, 0.998178258983247)"
"7062","c(-0.609258189698339, 0.998178258983247)"
"7063","c(-0.609258189698339, 0.998178258983247)"
"7064","c(-0.609258189698339, 0.998178258983247)"
"7065","c(-0.609258189698339, 0.998178258983247)"
"7066","c(-0.609258189698339, 0.998178258983247)"
"7067","c(-0.609258189698339, 0.998178258983247)"
"7068","c(-0.609258189698339, 0.998178258983247)"
"7069","c(-0.609258189698339, 0.998178258983247)"
"7070","c(-0.609258189698339, 0.998178258983247)"
"7071","c(-0.609258189698339, 0.998178258983247)"
"7072","c(-0.609258189698339, 0.998178258983247)"
"7073","c(-0.609258189698339, 0.998178258983247)"
"7074","c(-0.609258189698339, 0.998178258983247)"
"7075","c(-0.609258189698339, 0.998178258983247)"
"7076","c(-0.609258189698339, 0.998178258983247)"
"7077","c(-0.609258189698339, 0.998178258983247)"
"7078","c(-0.609258189698339, 0.998178258983247)"
"7079","c(-0.609258189698339, 0.998178258983247)"
"7080","c(-0.609258189698339, 0.998178258983247)"
"7081","c(-0.609258189698339, 0.998178258983247)"
"7082","c(-0.609258189698339, 0.998178258983247)"
"7083","c(-0.609258189698339, 0.998178258983247)"
"7084","c(-0.609258189698339, 0.998178258983247)"
"7085","c(-0.609258189698339, 0.998178258983247)"
"7086","c(-0.609258189698339, 0.998178258983247)"
"7087","c(-0.609258189698339, 0.998178258983247)"
"7088","c(-0.609258189698339, 0.998178258983247)"
"7089","c(-0.791413375527336, 0.997493860746069)"
"7090","c(-0.791413375527336, 0.997493860746069)"
"7091","c(-0.791413375527336, 0.997493860746069)"
"7092","c(-0.791413375527336, 0.997493860746069)"
"7093","c(-0.791413375527336, 0.997493860746069)"
"7094","c(-0.791413375527336, 0.997493860746069)"
"7095","c(-0.791413375527336, 0.997493860746069)"
"7096","c(-0.791413375527336, 0.997493860746069)"
"7097","c(-0.791413375527336, 0.997493860746069)"
"7098","c(-0.791413375527336, 0.997493860746069)"
"7099","c(-0.791413375527336, 0.997493860746069)"
"7100","c(-0.791413375527336, 0.997493860746069)"
"7101","c(-0.791413375527336, 0.997493860746069)"
"7102","c(-0.791413375527336, 0.997493860746069)"
"7103","c(-0.791413375527336, 0.997493860746069)"
"7104","c(-0.791413375527336, 0.997493860746069)"
"7105","c(-0.791413375527336, 0.997493860746069)"
"7106","c(-0.791413375527336, 0.997493860746069)"
"7107","c(-0.791413375527336, 0.997493860746069)"
"7108","c(-0.791413375527336, 0.997493860746069)"
"7109","c(-0.791413375527336, 0.997493860746069)"
"7110","c(-0.791413375527336, 0.997493860746069)"
"7111","c(-0.791413375527336, 0.997493860746069)"
"7112","c(-0.791413375527336, 0.997493860746069)"
"7113","c(-0.791413375527336, 0.997493860746069)"
"7114","c(-0.791413375527336, 0.997493860746069)"
"7115","c(-0.791413375527336, 0.997493860746069)"
"7116","c(-0.791413375527336, 0.997493860746069)"
"7117","c(-0.791413375527336, 0.997493860746069)"
"7118","c(-0.791413375527336, 0.997493860746069)"
"7119","c(-0.791413375527336, 0.997493860746069)"
"7120","c(-0.791413375527336, 0.997493860746069)"
"7121","c(-0.791413375527336, 0.997493860746069)"
"7122","c(-0.791413375527336, 0.997493860746069)"
"7123","c(-0.791413375527336, 0.997493860746069)"
"7124","c(-0.791413375527336, 0.997493860746069)"
"7125","c(-0.594465216727221, 0.998095843638941)"
"7126","c(-0.594465216727221, 0.998095843638941)"
"7127","c(-0.594465216727221, 0.998095843638941)"
"7128","c(-0.594465216727221, 0.998095843638941)"
"7129","c(-0.594465216727221, 0.998095843638941)"
"7130","c(-0.594465216727221, 0.998095843638941)"
"7131","c(-0.594465216727221, 0.998095843638941)"
"7132","c(-0.594465216727221, 0.998095843638941)"
"7133","c(-0.594465216727221, 0.998095843638941)"
"7134","c(-0.594465216727221, 0.998095843638941)"
"7135","c(-0.594465216727221, 0.998095843638941)"
"7136","c(-0.594465216727221, 0.998095843638941)"
"7137","c(-0.594465216727221, 0.998095843638941)"
"7138","c(-0.594465216727221, 0.998095843638941)"
"7139","c(-0.594465216727221, 0.998095843638941)"
"7140","c(-0.594465216727221, 0.998095843638941)"
"7141","c(-0.594465216727221, 0.998095843638941)"
"7142","c(-0.594465216727221, 0.998095843638941)"
"7143","c(-0.594465216727221, 0.998095843638941)"
"7144","c(-0.594465216727221, 0.998095843638941)"
"7145","c(-0.594465216727221, 0.998095843638941)"
"7146","c(-0.594465216727221, 0.998095843638941)"
"7147","c(-0.594465216727221, 0.998095843638941)"
"7148","c(-0.594465216727221, 0.998095843638941)"
"7149","c(-0.594465216727221, 0.998095843638941)"
"7150","c(-0.594465216727221, 0.998095843638941)"
"7151","c(-0.594465216727221, 0.998095843638941)"
"7152","c(-0.594465216727221, 0.998095843638941)"
"7153","c(-0.594465216727221, 0.998095843638941)"
"7154","c(-0.594465216727221, 0.998095843638941)"
"7155","c(-0.594465216727221, 0.998095843638941)"
"7156","c(-0.594465216727221, 0.998095843638941)"
"7157","c(-0.594465216727221, 0.998095843638941)"
"7158","c(-0.594465216727221, 0.998095843638941)"
"7159","c(-0.594465216727221, 0.998095843638941)"
"7160","c(-0.594465216727221, 0.998095843638941)"
"7161","c(-0.609258189698339, 0.998178258983247)"
"7162","c(-0.609258189698339, 0.998178258983247)"
"7163","c(-0.609258189698339, 0.998178258983247)"
"7164","c(-0.609258189698339, 0.998178258983247)"
"7165","c(-0.609258189698339, 0.998178258983247)"
"7166","c(-0.609258189698339, 0.998178258983247)"
"7167","c(-0.609258189698339, 0.998178258983247)"
"7168","c(-0.609258189698339, 0.998178258983247)"
"7169","c(-0.609258189698339, 0.998178258983247)"
"7170","c(-0.609258189698339, 0.998178258983247)"
"7171","c(-0.609258189698339, 0.998178258983247)"
"7172","c(-0.609258189698339, 0.998178258983247)"
"7173","c(-0.609258189698339, 0.998178258983247)"
"7174","c(-0.609258189698339, 0.998178258983247)"
"7175","c(-0.609258189698339, 0.998178258983247)"
"7176","c(-0.609258189698339, 0.998178258983247)"
"7177","c(-0.609258189698339, 0.998178258983247)"
"7178","c(-0.609258189698339, 0.998178258983247)"
"7179","c(-0.609258189698339, 0.998178258983247)"
"7180","c(-0.609258189698339, 0.998178258983247)"
"7181","c(-0.609258189698339, 0.998178258983247)"
"7182","c(-0.609258189698339, 0.998178258983247)"
"7183","c(-0.609258189698339, 0.998178258983247)"
"7184","c(-0.609258189698339, 0.998178258983247)"
"7185","c(-0.609258189698339, 0.998178258983247)"
"7186","c(-0.609258189698339, 0.998178258983247)"
"7187","c(-0.609258189698339, 0.998178258983247)"
"7188","c(-0.609258189698339, 0.998178258983247)"
"7189","c(-0.609258189698339, 0.998178258983247)"
"7190","c(-0.609258189698339, 0.998178258983247)"
"7191","c(-0.609258189698339, 0.998178258983247)"
"7192","c(-0.609258189698339, 0.998178258983247)"
"7193","c(-0.609258189698339, 0.998178258983247)"
"7194","c(-0.609258189698339, 0.998178258983247)"
"7195","c(-0.609258189698339, 0.998178258983247)"
"7196","c(-0.609258189698339, 0.998178258983247)"
"7197","c(-0.791413375527336, 0.997493860746069)"
"7198","c(-0.791413375527336, 0.997493860746069)"
"7199","c(-0.791413375527336, 0.997493860746069)"
"7200","c(-0.791413375527336, 0.997493860746069)"
"7201","c(-0.791413375527336, 0.997493860746069)"
"7202","c(-0.791413375527336, 0.997493860746069)"
"7203","c(-0.791413375527336, 0.997493860746069)"
"7204","c(-0.791413375527336, 0.997493860746069)"
"7205","c(-0.791413375527336, 0.997493860746069)"
"7206","c(-0.791413375527336, 0.997493860746069)"
"7207","c(-0.791413375527336, 0.997493860746069)"
"7208","c(-0.791413375527336, 0.997493860746069)"
"7209","c(-0.791413375527336, 0.997493860746069)"
"7210","c(-0.791413375527336, 0.997493860746069)"
"7211","c(-0.791413375527336, 0.997493860746069)"
"7212","c(-0.791413375527336, 0.997493860746069)"
"7213","c(-0.791413375527336, 0.997493860746069)"
"7214","c(-0.791413375527336, 0.997493860746069)"
"7215","c(-0.791413375527336, 0.997493860746069)"
"7216","c(-0.791413375527336, 0.997493860746069)"
"7217","c(-0.791413375527336, 0.997493860746069)"
"7218","c(-0.791413375527336, 0.997493860746069)"
"7219","c(-0.791413375527336, 0.997493860746069)"
"7220","c(-0.791413375527336, 0.997493860746069)"
"7221","c(-0.791413375527336, 0.997493860746069)"
"7222","c(-0.791413375527336, 0.997493860746069)"
"7223","c(-0.791413375527336, 0.997493860746069)"
"7224","c(-0.791413375527336, 0.997493860746069)"
"7225","c(-0.791413375527336, 0.997493860746069)"
"7226","c(-0.791413375527336, 0.997493860746069)"
"7227","c(-0.791413375527336, 0.997493860746069)"
"7228","c(-0.791413375527336, 0.997493860746069)"
"7229","c(-0.791413375527336, 0.997493860746069)"
"7230","c(-0.791413375527336, 0.997493860746069)"
"7231","c(-0.791413375527336, 0.997493860746069)"
"7232","c(-0.791413375527336, 0.997493860746069)"
"7233","c(-0.594465216727221, 0.998095843638941)"
"7234","c(-0.594465216727221, 0.998095843638941)"
"7235","c(-0.594465216727221, 0.998095843638941)"
"7236","c(-0.594465216727221, 0.998095843638941)"
"7237","c(-0.594465216727221, 0.998095843638941)"
"7238","c(-0.594465216727221, 0.998095843638941)"
"7239","c(-0.594465216727221, 0.998095843638941)"
"7240","c(-0.594465216727221, 0.998095843638941)"
"7241","c(-0.594465216727221, 0.998095843638941)"
"7242","c(-0.594465216727221, 0.998095843638941)"
"7243","c(-0.594465216727221, 0.998095843638941)"
"7244","c(-0.594465216727221, 0.998095843638941)"
"7245","c(-0.594465216727221, 0.998095843638941)"
"7246","c(-0.594465216727221, 0.998095843638941)"
"7247","c(-0.594465216727221, 0.998095843638941)"
"7248","c(-0.594465216727221, 0.998095843638941)"
"7249","c(-0.594465216727221, 0.998095843638941)"
"7250","c(-0.594465216727221, 0.998095843638941)"
"7251","c(-0.594465216727221, 0.998095843638941)"
"7252","c(-0.594465216727221, 0.998095843638941)"
"7253","c(-0.594465216727221, 0.998095843638941)"
"7254","c(-0.594465216727221, 0.998095843638941)"
"7255","c(-0.594465216727221, 0.998095843638941)"
"7256","c(-0.594465216727221, 0.998095843638941)"
"7257","c(-0.594465216727221, 0.998095843638941)"
"7258","c(-0.594465216727221, 0.998095843638941)"
"7259","c(-0.594465216727221, 0.998095843638941)"
"7260","c(-0.594465216727221, 0.998095843638941)"
"7261","c(-0.594465216727221, 0.998095843638941)"
"7262","c(-0.594465216727221, 0.998095843638941)"
"7263","c(-0.594465216727221, 0.998095843638941)"
"7264","c(-0.594465216727221, 0.998095843638941)"
"7265","c(-0.594465216727221, 0.998095843638941)"
"7266","c(-0.594465216727221, 0.998095843638941)"
"7267","c(-0.594465216727221, 0.998095843638941)"
"7268","c(-0.594465216727221, 0.998095843638941)"
"7269","c(-0.609258189698339, 0.998178258983247)"
"7270","c(-0.609258189698339, 0.998178258983247)"
"7271","c(-0.609258189698339, 0.998178258983247)"
"7272","c(-0.609258189698339, 0.998178258983247)"
"7273","c(-0.609258189698339, 0.998178258983247)"
"7274","c(-0.609258189698339, 0.998178258983247)"
"7275","c(-0.609258189698339, 0.998178258983247)"
"7276","c(-0.609258189698339, 0.998178258983247)"
"7277","c(-0.609258189698339, 0.998178258983247)"
"7278","c(-0.609258189698339, 0.998178258983247)"
"7279","c(-0.609258189698339, 0.998178258983247)"
"7280","c(-0.609258189698339, 0.998178258983247)"
"7281","c(-0.609258189698339, 0.998178258983247)"
"7282","c(-0.609258189698339, 0.998178258983247)"
"7283","c(-0.609258189698339, 0.998178258983247)"
"7284","c(-0.609258189698339, 0.998178258983247)"
"7285","c(-0.609258189698339, 0.998178258983247)"
"7286","c(-0.609258189698339, 0.998178258983247)"
"7287","c(-0.609258189698339, 0.998178258983247)"
"7288","c(-0.609258189698339, 0.998178258983247)"
"7289","c(-0.609258189698339, 0.998178258983247)"
"7290","c(-0.609258189698339, 0.998178258983247)"
"7291","c(-0.609258189698339, 0.998178258983247)"
"7292","c(-0.609258189698339, 0.998178258983247)"
"7293","c(-0.609258189698339, 0.998178258983247)"
"7294","c(-0.609258189698339, 0.998178258983247)"
"7295","c(-0.609258189698339, 0.998178258983247)"
"7296","c(-0.609258189698339, 0.998178258983247)"
"7297","c(-0.609258189698339, 0.998178258983247)"
"7298","c(-0.609258189698339, 0.998178258983247)"
"7299","c(-0.609258189698339, 0.998178258983247)"
"7300","c(-0.609258189698339, 0.998178258983247)"
"7301","c(-0.609258189698339, 0.998178258983247)"
"7302","c(-0.609258189698339, 0.998178258983247)"
"7303","c(-0.609258189698339, 0.998178258983247)"
"7304","c(-0.609258189698339, 0.998178258983247)"
"7305","c(-0.791413375527336, 0.997493860746069)"
"7306","c(-0.791413375527336, 0.997493860746069)"
"7307","c(-0.791413375527336, 0.997493860746069)"
"7308","c(-0.791413375527336, 0.997493860746069)"
"7309","c(-0.791413375527336, 0.997493860746069)"
"7310","c(-0.791413375527336, 0.997493860746069)"
"7311","c(-0.791413375527336, 0.997493860746069)"
"7312","c(-0.791413375527336, 0.997493860746069)"
"7313","c(-0.791413375527336, 0.997493860746069)"
"7314","c(-0.791413375527336, 0.997493860746069)"
"7315","c(-0.791413375527336, 0.997493860746069)"
"7316","c(-0.791413375527336, 0.997493860746069)"
"7317","c(-0.791413375527336, 0.997493860746069)"
"7318","c(-0.791413375527336, 0.997493860746069)"
"7319","c(-0.791413375527336, 0.997493860746069)"
"7320","c(-0.791413375527336, 0.997493860746069)"
"7321","c(-0.791413375527336, 0.997493860746069)"
"7322","c(-0.791413375527336, 0.997493860746069)"
"7323","c(-0.791413375527336, 0.997493860746069)"
"7324","c(-0.791413375527336, 0.997493860746069)"
"7325","c(-0.791413375527336, 0.997493860746069)"
"7326","c(-0.791413375527336, 0.997493860746069)"
"7327","c(-0.791413375527336, 0.997493860746069)"
"7328","c(-0.791413375527336, 0.997493860746069)"
"7329","c(-0.791413375527336, 0.997493860746069)"
"7330","c(-0.791413375527336, 0.997493860746069)"
"7331","c(-0.791413375527336, 0.997493860746069)"
"7332","c(-0.791413375527336, 0.997493860746069)"
"7333","c(-0.791413375527336, 0.997493860746069)"
"7334","c(-0.791413375527336, 0.997493860746069)"
"7335","c(-0.791413375527336, 0.997493860746069)"
"7336","c(-0.791413375527336, 0.997493860746069)"
"7337","c(-0.791413375527336, 0.997493860746069)"
"7338","c(-0.791413375527336, 0.997493860746069)"
"7339","c(-0.791413375527336, 0.997493860746069)"
"7340","c(-0.791413375527336, 0.997493860746069)"
"7341","c(-0.594465216727221, 0.998095843638941)"
"7342","c(-0.594465216727221, 0.998095843638941)"
"7343","c(-0.594465216727221, 0.998095843638941)"
"7344","c(-0.594465216727221, 0.998095843638941)"
"7345","c(-0.594465216727221, 0.998095843638941)"
"7346","c(-0.594465216727221, 0.998095843638941)"
"7347","c(-0.594465216727221, 0.998095843638941)"
"7348","c(-0.594465216727221, 0.998095843638941)"
"7349","c(-0.594465216727221, 0.998095843638941)"
"7350","c(-0.594465216727221, 0.998095843638941)"
"7351","c(-0.594465216727221, 0.998095843638941)"
"7352","c(-0.594465216727221, 0.998095843638941)"
"7353","c(-0.594465216727221, 0.998095843638941)"
"7354","c(-0.594465216727221, 0.998095843638941)"
"7355","c(-0.594465216727221, 0.998095843638941)"
"7356","c(-0.594465216727221, 0.998095843638941)"
"7357","c(-0.594465216727221, 0.998095843638941)"
"7358","c(-0.594465216727221, 0.998095843638941)"
"7359","c(-0.594465216727221, 0.998095843638941)"
"7360","c(-0.594465216727221, 0.998095843638941)"
"7361","c(-0.594465216727221, 0.998095843638941)"
"7362","c(-0.594465216727221, 0.998095843638941)"
"7363","c(-0.594465216727221, 0.998095843638941)"
"7364","c(-0.594465216727221, 0.998095843638941)"
"7365","c(-0.594465216727221, 0.998095843638941)"
"7366","c(-0.594465216727221, 0.998095843638941)"
"7367","c(-0.594465216727221, 0.998095843638941)"
"7368","c(-0.594465216727221, 0.998095843638941)"
"7369","c(-0.594465216727221, 0.998095843638941)"
"7370","c(-0.594465216727221, 0.998095843638941)"
"7371","c(-0.594465216727221, 0.998095843638941)"
"7372","c(-0.594465216727221, 0.998095843638941)"
"7373","c(-0.594465216727221, 0.998095843638941)"
"7374","c(-0.594465216727221, 0.998095843638941)"
"7375","c(-0.594465216727221, 0.998095843638941)"
"7376","c(-0.594465216727221, 0.998095843638941)"
"7377","c(-0.609258189698339, 0.998178258983247)"
"7378","c(-0.609258189698339, 0.998178258983247)"
"7379","c(-0.609258189698339, 0.998178258983247)"
"7380","c(-0.609258189698339, 0.998178258983247)"
"7381","c(-0.609258189698339, 0.998178258983247)"
"7382","c(-0.609258189698339, 0.998178258983247)"
"7383","c(-0.609258189698339, 0.998178258983247)"
"7384","c(-0.609258189698339, 0.998178258983247)"
"7385","c(-0.609258189698339, 0.998178258983247)"
"7386","c(-0.609258189698339, 0.998178258983247)"
"7387","c(-0.609258189698339, 0.998178258983247)"
"7388","c(-0.609258189698339, 0.998178258983247)"
"7389","c(-0.609258189698339, 0.998178258983247)"
"7390","c(-0.609258189698339, 0.998178258983247)"
"7391","c(-0.609258189698339, 0.998178258983247)"
"7392","c(-0.609258189698339, 0.998178258983247)"
"7393","c(-0.609258189698339, 0.998178258983247)"
"7394","c(-0.609258189698339, 0.998178258983247)"
"7395","c(-0.609258189698339, 0.998178258983247)"
"7396","c(-0.609258189698339, 0.998178258983247)"
"7397","c(-0.609258189698339, 0.998178258983247)"
"7398","c(-0.609258189698339, 0.998178258983247)"
"7399","c(-0.609258189698339, 0.998178258983247)"
"7400","c(-0.609258189698339, 0.998178258983247)"
"7401","c(-0.609258189698339, 0.998178258983247)"
"7402","c(-0.609258189698339, 0.998178258983247)"
"7403","c(-0.609258189698339, 0.998178258983247)"
"7404","c(-0.609258189698339, 0.998178258983247)"
"7405","c(-0.609258189698339, 0.998178258983247)"
"7406","c(-0.609258189698339, 0.998178258983247)"
"7407","c(-0.609258189698339, 0.998178258983247)"
"7408","c(-0.609258189698339, 0.998178258983247)"
"7409","c(-0.609258189698339, 0.998178258983247)"
"7410","c(-0.609258189698339, 0.998178258983247)"
"7411","c(-0.609258189698339, 0.998178258983247)"
"7412","c(-0.609258189698339, 0.998178258983247)"
"7413","c(-0.791413375527336, 0.997493860746069)"
"7414","c(-0.791413375527336, 0.997493860746069)"
"7415","c(-0.791413375527336, 0.997493860746069)"
"7416","c(-0.791413375527336, 0.997493860746069)"
"7417","c(-0.791413375527336, 0.997493860746069)"
"7418","c(-0.791413375527336, 0.997493860746069)"
"7419","c(-0.791413375527336, 0.997493860746069)"
"7420","c(-0.791413375527336, 0.997493860746069)"
"7421","c(-0.791413375527336, 0.997493860746069)"
"7422","c(-0.791413375527336, 0.997493860746069)"
"7423","c(-0.791413375527336, 0.997493860746069)"
"7424","c(-0.791413375527336, 0.997493860746069)"
"7425","c(-0.791413375527336, 0.997493860746069)"
"7426","c(-0.791413375527336, 0.997493860746069)"
"7427","c(-0.791413375527336, 0.997493860746069)"
"7428","c(-0.791413375527336, 0.997493860746069)"
"7429","c(-0.791413375527336, 0.997493860746069)"
"7430","c(-0.791413375527336, 0.997493860746069)"
"7431","c(-0.791413375527336, 0.997493860746069)"
"7432","c(-0.791413375527336, 0.997493860746069)"
"7433","c(-0.791413375527336, 0.997493860746069)"
"7434","c(-0.791413375527336, 0.997493860746069)"
"7435","c(-0.791413375527336, 0.997493860746069)"
"7436","c(-0.791413375527336, 0.997493860746069)"
"7437","c(-0.791413375527336, 0.997493860746069)"
"7438","c(-0.791413375527336, 0.997493860746069)"
"7439","c(-0.791413375527336, 0.997493860746069)"
"7440","c(-0.791413375527336, 0.997493860746069)"
"7441","c(-0.791413375527336, 0.997493860746069)"
"7442","c(-0.791413375527336, 0.997493860746069)"
"7443","c(-0.791413375527336, 0.997493860746069)"
"7444","c(-0.791413375527336, 0.997493860746069)"
"7445","c(-0.791413375527336, 0.997493860746069)"
"7446","c(-0.791413375527336, 0.997493860746069)"
"7447","c(-0.791413375527336, 0.997493860746069)"
"7448","c(-0.791413375527336, 0.997493860746069)"
"7449","c(-0.594465216727221, 0.998095843638941)"
"7450","c(-0.594465216727221, 0.998095843638941)"
"7451","c(-0.594465216727221, 0.998095843638941)"
"7452","c(-0.594465216727221, 0.998095843638941)"
"7453","c(-0.594465216727221, 0.998095843638941)"
"7454","c(-0.594465216727221, 0.998095843638941)"
"7455","c(-0.594465216727221, 0.998095843638941)"
"7456","c(-0.594465216727221, 0.998095843638941)"
"7457","c(-0.594465216727221, 0.998095843638941)"
"7458","c(-0.594465216727221, 0.998095843638941)"
"7459","c(-0.594465216727221, 0.998095843638941)"
"7460","c(-0.594465216727221, 0.998095843638941)"
"7461","c(-0.594465216727221, 0.998095843638941)"
"7462","c(-0.594465216727221, 0.998095843638941)"
"7463","c(-0.594465216727221, 0.998095843638941)"
"7464","c(-0.594465216727221, 0.998095843638941)"
"7465","c(-0.594465216727221, 0.998095843638941)"
"7466","c(-0.594465216727221, 0.998095843638941)"
"7467","c(-0.594465216727221, 0.998095843638941)"
"7468","c(-0.594465216727221, 0.998095843638941)"
"7469","c(-0.594465216727221, 0.998095843638941)"
"7470","c(-0.594465216727221, 0.998095843638941)"
"7471","c(-0.594465216727221, 0.998095843638941)"
"7472","c(-0.594465216727221, 0.998095843638941)"
"7473","c(-0.594465216727221, 0.998095843638941)"
"7474","c(-0.594465216727221, 0.998095843638941)"
"7475","c(-0.594465216727221, 0.998095843638941)"
"7476","c(-0.594465216727221, 0.998095843638941)"
"7477","c(-0.594465216727221, 0.998095843638941)"
"7478","c(-0.594465216727221, 0.998095843638941)"
"7479","c(-0.594465216727221, 0.998095843638941)"
"7480","c(-0.594465216727221, 0.998095843638941)"
"7481","c(-0.594465216727221, 0.998095843638941)"
"7482","c(-0.594465216727221, 0.998095843638941)"
"7483","c(-0.594465216727221, 0.998095843638941)"
"7484","c(-0.594465216727221, 0.998095843638941)"
"7485","c(-0.609258189698339, 0.998178258983247)"
"7486","c(-0.609258189698339, 0.998178258983247)"
"7487","c(-0.609258189698339, 0.998178258983247)"
"7488","c(-0.609258189698339, 0.998178258983247)"
"7489","c(-0.609258189698339, 0.998178258983247)"
"7490","c(-0.609258189698339, 0.998178258983247)"
"7491","c(-0.609258189698339, 0.998178258983247)"
"7492","c(-0.609258189698339, 0.998178258983247)"
"7493","c(-0.609258189698339, 0.998178258983247)"
"7494","c(-0.609258189698339, 0.998178258983247)"
"7495","c(-0.609258189698339, 0.998178258983247)"
"7496","c(-0.609258189698339, 0.998178258983247)"
"7497","c(-0.609258189698339, 0.998178258983247)"
"7498","c(-0.609258189698339, 0.998178258983247)"
"7499","c(-0.609258189698339, 0.998178258983247)"
"7500","c(-0.609258189698339, 0.998178258983247)"
"7501","c(-0.609258189698339, 0.998178258983247)"
"7502","c(-0.609258189698339, 0.998178258983247)"
"7503","c(-0.609258189698339, 0.998178258983247)"
"7504","c(-0.609258189698339, 0.998178258983247)"
"7505","c(-0.609258189698339, 0.998178258983247)"
"7506","c(-0.609258189698339, 0.998178258983247)"
"7507","c(-0.609258189698339, 0.998178258983247)"
"7508","c(-0.609258189698339, 0.998178258983247)"
"7509","c(-0.609258189698339, 0.998178258983247)"
"7510","c(-0.609258189698339, 0.998178258983247)"
"7511","c(-0.609258189698339, 0.998178258983247)"
"7512","c(-0.609258189698339, 0.998178258983247)"
"7513","c(-0.609258189698339, 0.998178258983247)"
"7514","c(-0.609258189698339, 0.998178258983247)"
"7515","c(-0.609258189698339, 0.998178258983247)"
"7516","c(-0.609258189698339, 0.998178258983247)"
"7517","c(-0.609258189698339, 0.998178258983247)"
"7518","c(-0.609258189698339, 0.998178258983247)"
"7519","c(-0.609258189698339, 0.998178258983247)"
"7520","c(-0.609258189698339, 0.998178258983247)"
"7521","c(-0.791413375527336, 0.997493860746069)"
"7522","c(-0.791413375527336, 0.997493860746069)"
"7523","c(-0.791413375527336, 0.997493860746069)"
"7524","c(-0.791413375527336, 0.997493860746069)"
"7525","c(-0.791413375527336, 0.997493860746069)"
"7526","c(-0.791413375527336, 0.997493860746069)"
"7527","c(-0.791413375527336, 0.997493860746069)"
"7528","c(-0.791413375527336, 0.997493860746069)"
"7529","c(-0.791413375527336, 0.997493860746069)"
"7530","c(-0.791413375527336, 0.997493860746069)"
"7531","c(-0.791413375527336, 0.997493860746069)"
"7532","c(-0.791413375527336, 0.997493860746069)"
"7533","c(-0.791413375527336, 0.997493860746069)"
"7534","c(-0.791413375527336, 0.997493860746069)"
"7535","c(-0.791413375527336, 0.997493860746069)"
"7536","c(-0.791413375527336, 0.997493860746069)"
"7537","c(-0.791413375527336, 0.997493860746069)"
"7538","c(-0.791413375527336, 0.997493860746069)"
"7539","c(-0.791413375527336, 0.997493860746069)"
"7540","c(-0.791413375527336, 0.997493860746069)"
"7541","c(-0.791413375527336, 0.997493860746069)"
"7542","c(-0.791413375527336, 0.997493860746069)"
"7543","c(-0.791413375527336, 0.997493860746069)"
"7544","c(-0.791413375527336, 0.997493860746069)"
"7545","c(-0.791413375527336, 0.997493860746069)"
"7546","c(-0.791413375527336, 0.997493860746069)"
"7547","c(-0.791413375527336, 0.997493860746069)"
"7548","c(-0.791413375527336, 0.997493860746069)"
"7549","c(-0.791413375527336, 0.997493860746069)"
"7550","c(-0.791413375527336, 0.997493860746069)"
"7551","c(-0.791413375527336, 0.997493860746069)"
"7552","c(-0.791413375527336, 0.997493860746069)"
"7553","c(-0.791413375527336, 0.997493860746069)"
"7554","c(-0.791413375527336, 0.997493860746069)"
